AccountId,Name,New_partnershiptypeId,New_name
c5d0db36-53b6-dd11-b898-00188b804fcd,Gerda Henkel Stiftung,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
2528e530-53b6-dd11-b898-00188b804fcd,Barrow Cadbury Trust,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
f7b3cb48-53b6-dd11-b898-00188b804fcd,Realdania,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
47bec44e-53b6-dd11-b898-00188b804fcd,Fondation Mérieux,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
3668ba7d-4c2f-de11-8d16-00188b804fcd,Enel Cuore Onlus,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
527541f8-b036-e111-8306-00155d001800,Fondation BNP Paribas,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
b0d0db36-53b6-dd11-b898-00188b804fcd,Compagnia di San Paolo,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
b0d0db36-53b6-dd11-b898-00188b804fcd,Compagnia di San Paolo,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
8cdbd43c-53b6-dd11-b898-00188b804fcd,Fondazione Cassa di Risparmio della Spezia,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
aedbd43c-53b6-dd11-b898-00188b804fcd,Fondazione Cariplo,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
6828e530-53b6-dd11-b898-00188b804fcd,King Baudouin Foundation,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
3668ba7d-4c2f-de11-8d16-00188b804fcd,Enel Cuore Onlus,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
3668ba7d-4c2f-de11-8d16-00188b804fcd,Enel Cuore Onlus,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
3668ba7d-4c2f-de11-8d16-00188b804fcd,Enel Cuore Onlus,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
2c28e530-53b6-dd11-b898-00188b804fcd,Fundação Calouste Gulbenkian,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
3668ba7d-4c2f-de11-8d16-00188b804fcd,Enel Cuore Onlus,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
2c28e530-53b6-dd11-b898-00188b804fcd,Fundação Calouste Gulbenkian,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
2928e530-53b6-dd11-b898-00188b804fcd,Charles Stewart Mott Foundation,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
86dbd43c-53b6-dd11-b898-00188b804fcd,Fondazione Cassa di Risparmio di Biella,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
86dbd43c-53b6-dd11-b898-00188b804fcd,Fondazione Cassa di Risparmio di Biella,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
96dbd43c-53b6-dd11-b898-00188b804fcd,Fondazione Cassa di Risparmio di Parma,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
86dbd43c-53b6-dd11-b898-00188b804fcd,Fondazione Cassa di Risparmio di Biella,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
c69aa4ac-3280-df11-8416-00188b804fcd,Essl Foundation MGE gemeinnützige Privatstiftung,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
6c28e530-53b6-dd11-b898-00188b804fcd,BMW Stiftung Herbert Quandt,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
9f47d042-53b6-dd11-b898-00188b804fcd,Fritt Ord Foundation,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
de902966-3e3a-de11-96fa-00188b804fcd,Fondazione CON IL SUD,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
f5c8bd54-53b6-dd11-b898-00188b804fcd,ERSTE Stiftung,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
2c28e530-53b6-dd11-b898-00188b804fcd,Fundação Calouste Gulbenkian,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
5228e530-53b6-dd11-b898-00188b804fcd,Sabanci Foundation,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
5228e530-53b6-dd11-b898-00188b804fcd,Sabanci Foundation,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
5228e530-53b6-dd11-b898-00188b804fcd,Sabanci Foundation,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
a6b3cb48-53b6-dd11-b898-00188b804fcd,Stavros Niarchos Foundation,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
c7bdc44e-53b6-dd11-b898-00188b804fcd,Bill & Melinda Gates Foundation,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
c7bdc44e-53b6-dd11-b898-00188b804fcd,Bill & Melinda Gates Foundation,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
b2b3cb48-53b6-dd11-b898-00188b804fcd,National Foundation for Civil Society Development - Croatia,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
b2b3cb48-53b6-dd11-b898-00188b804fcd,National Foundation for Civil Society Development - Croatia,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
aedbd43c-53b6-dd11-b898-00188b804fcd,Fondazione Cariplo,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
4528e530-53b6-dd11-b898-00188b804fcd,Rockefeller Brothers Fund,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
f227e530-53b6-dd11-b898-00188b804fcd,European Cultural Foundation,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
aedbd43c-53b6-dd11-b898-00188b804fcd,Fondazione Cariplo,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
2c28e530-53b6-dd11-b898-00188b804fcd,Fundação Calouste Gulbenkian,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
2c28e530-53b6-dd11-b898-00188b804fcd,Fundação Calouste Gulbenkian,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
e4d0db36-53b6-dd11-b898-00188b804fcd,"VELUX Foundations, The",7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
04d1db36-53b6-dd11-b898-00188b804fcd,Fondazione di Venezia,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
8528e530-53b6-dd11-b898-00188b804fcd,Fundación ONCE,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
c947d042-53b6-dd11-b898-00188b804fcd,Mozaik Foundation,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
c947d042-53b6-dd11-b898-00188b804fcd,Mozaik Foundation,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
f5c8bd54-53b6-dd11-b898-00188b804fcd,ERSTE Stiftung,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
f5c8bd54-53b6-dd11-b898-00188b804fcd,ERSTE Stiftung,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
f5c8bd54-53b6-dd11-b898-00188b804fcd,ERSTE Stiftung,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
aedbd43c-53b6-dd11-b898-00188b804fcd,Fondazione Cariplo,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
f227e530-53b6-dd11-b898-00188b804fcd,European Cultural Foundation,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
230db066-53b6-dd11-b898-00188b804fcd,Adessium Foundation,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
230db066-53b6-dd11-b898-00188b804fcd,Adessium Foundation,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
9f47d042-53b6-dd11-b898-00188b804fcd,Fritt Ord Foundation,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
825d2e30-0629-e411-8caf-00155d331923,Fonds Schiedam Vlaardingen e.o.,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
90dbd43c-53b6-dd11-b898-00188b804fcd,Fondation Charles Léopold Mayer pour le progrès de l'Homme,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
4628e530-53b6-dd11-b898-00188b804fcd,"Rockefeller Foundation, The",7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
89dbd43c-53b6-dd11-b898-00188b804fcd,Fondazione Cassa di Risparmio di Cuneo,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
f227e530-53b6-dd11-b898-00188b804fcd,European Cultural Foundation,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
c7bdc44e-53b6-dd11-b898-00188b804fcd,Bill & Melinda Gates Foundation,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
8cdbd43c-53b6-dd11-b898-00188b804fcd,Fondazione Cassa di Risparmio della Spezia,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
1228e530-53b6-dd11-b898-00188b804fcd,Wellcome Trust,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
2b28e530-53b6-dd11-b898-00188b804fcd,Stefan Batory Foundation,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
2528e530-53b6-dd11-b898-00188b804fcd,Barrow Cadbury Trust,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
18b4cb48-53b6-dd11-b898-00188b804fcd,Mama Cash Foundation,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
4528e530-53b6-dd11-b898-00188b804fcd,Rockefeller Brothers Fund,7ebb17d5-adea-e011-b61f-001ec9e8f280,non-profit organisations
6828e530-53b6-dd11-b898-00188b804fcd,King Baudouin Foundation,916900e6-adea-e011-b61f-001ec9e8f280,other
51dbd43c-53b6-dd11-b898-00188b804fcd,Evens Foundation,916900e6-adea-e011-b61f-001ec9e8f280,other
96dbd43c-53b6-dd11-b898-00188b804fcd,Fondazione Cassa di Risparmio di Parma,916900e6-adea-e011-b61f-001ec9e8f280,other
89dbd43c-53b6-dd11-b898-00188b804fcd,Fondazione Cassa di Risparmio di Cuneo,916900e6-adea-e011-b61f-001ec9e8f280,other
0a28e530-53b6-dd11-b898-00188b804fcd,Ford Foundation,916900e6-adea-e011-b61f-001ec9e8f280,other
47bec44e-53b6-dd11-b898-00188b804fcd,Fondation Mérieux,916900e6-adea-e011-b61f-001ec9e8f280,other
3668ba7d-4c2f-de11-8d16-00188b804fcd,Enel Cuore Onlus,916900e6-adea-e011-b61f-001ec9e8f280,other
6828e530-53b6-dd11-b898-00188b804fcd,King Baudouin Foundation,916900e6-adea-e011-b61f-001ec9e8f280,other
527541f8-b036-e111-8306-00155d001800,Fondation BNP Paribas,916900e6-adea-e011-b61f-001ec9e8f280,other
6824e278-948d-de11-95cc-00188b804fcd,Siemens Stiftung,916900e6-adea-e011-b61f-001ec9e8f280,other
f227e530-53b6-dd11-b898-00188b804fcd,European Cultural Foundation,916900e6-adea-e011-b61f-001ec9e8f280,other
aedbd43c-53b6-dd11-b898-00188b804fcd,Fondazione Cariplo,916900e6-adea-e011-b61f-001ec9e8f280,other
6824e278-948d-de11-95cc-00188b804fcd,Siemens Stiftung,916900e6-adea-e011-b61f-001ec9e8f280,other
f5c8bd54-53b6-dd11-b898-00188b804fcd,ERSTE Stiftung,916900e6-adea-e011-b61f-001ec9e8f280,other
6328e530-53b6-dd11-b898-00188b804fcd,"Community Foundation for Northern Ireland, The",916900e6-adea-e011-b61f-001ec9e8f280,other
86dbd43c-53b6-dd11-b898-00188b804fcd,Fondazione Cassa di Risparmio di Biella,916900e6-adea-e011-b61f-001ec9e8f280,other
96dbd43c-53b6-dd11-b898-00188b804fcd,Fondazione Cassa di Risparmio di Parma,916900e6-adea-e011-b61f-001ec9e8f280,other
86dbd43c-53b6-dd11-b898-00188b804fcd,Fondazione Cassa di Risparmio di Biella,916900e6-adea-e011-b61f-001ec9e8f280,other
51dbd43c-53b6-dd11-b898-00188b804fcd,Evens Foundation,916900e6-adea-e011-b61f-001ec9e8f280,other
0a28e530-53b6-dd11-b898-00188b804fcd,Ford Foundation,916900e6-adea-e011-b61f-001ec9e8f280,other
de902966-3e3a-de11-96fa-00188b804fcd,Fondazione CON IL SUD,916900e6-adea-e011-b61f-001ec9e8f280,other
825d2e30-0629-e411-8caf-00155d331923,Fonds Schiedam Vlaardingen e.o.,916900e6-adea-e011-b61f-001ec9e8f280,other
84dbd43c-53b6-dd11-b898-00188b804fcd,Fondazione CRT,916900e6-adea-e011-b61f-001ec9e8f280,other
84dbd43c-53b6-dd11-b898-00188b804fcd,Fondazione CRT,916900e6-adea-e011-b61f-001ec9e8f280,other
5228e530-53b6-dd11-b898-00188b804fcd,Sabanci Foundation,916900e6-adea-e011-b61f-001ec9e8f280,other
3728e530-53b6-dd11-b898-00188b804fcd,Körber-Stiftung,916900e6-adea-e011-b61f-001ec9e8f280,other
a6b3cb48-53b6-dd11-b898-00188b804fcd,Stavros Niarchos Foundation,916900e6-adea-e011-b61f-001ec9e8f280,other
a6b3cb48-53b6-dd11-b898-00188b804fcd,Stavros Niarchos Foundation,916900e6-adea-e011-b61f-001ec9e8f280,other
c7bdc44e-53b6-dd11-b898-00188b804fcd,Bill & Melinda Gates Foundation,916900e6-adea-e011-b61f-001ec9e8f280,other
c7bdc44e-53b6-dd11-b898-00188b804fcd,Bill & Melinda Gates Foundation,916900e6-adea-e011-b61f-001ec9e8f280,other
b2b3cb48-53b6-dd11-b898-00188b804fcd,National Foundation for Civil Society Development - Croatia,916900e6-adea-e011-b61f-001ec9e8f280,other
b2b3cb48-53b6-dd11-b898-00188b804fcd,National Foundation for Civil Society Development - Croatia,916900e6-adea-e011-b61f-001ec9e8f280,other
9f47d042-53b6-dd11-b898-00188b804fcd,Fritt Ord Foundation,916900e6-adea-e011-b61f-001ec9e8f280,other
5328e530-53b6-dd11-b898-00188b804fcd,Bertelsmann Stiftung,916900e6-adea-e011-b61f-001ec9e8f280,other
5328e530-53b6-dd11-b898-00188b804fcd,Bertelsmann Stiftung,916900e6-adea-e011-b61f-001ec9e8f280,other
2d28e530-53b6-dd11-b898-00188b804fcd,Finnish Cultural Foundation,916900e6-adea-e011-b61f-001ec9e8f280,other
f227e530-53b6-dd11-b898-00188b804fcd,European Cultural Foundation,916900e6-adea-e011-b61f-001ec9e8f280,other
e4d0db36-53b6-dd11-b898-00188b804fcd,"VELUX Foundations, The",916900e6-adea-e011-b61f-001ec9e8f280,other
04d1db36-53b6-dd11-b898-00188b804fcd,Fondazione di Venezia,916900e6-adea-e011-b61f-001ec9e8f280,other
04d1db36-53b6-dd11-b898-00188b804fcd,Fondazione di Venezia,916900e6-adea-e011-b61f-001ec9e8f280,other
f5c8bd54-53b6-dd11-b898-00188b804fcd,ERSTE Stiftung,916900e6-adea-e011-b61f-001ec9e8f280,other
f5c8bd54-53b6-dd11-b898-00188b804fcd,ERSTE Stiftung,916900e6-adea-e011-b61f-001ec9e8f280,other
f5c8bd54-53b6-dd11-b898-00188b804fcd,ERSTE Stiftung,916900e6-adea-e011-b61f-001ec9e8f280,other
aedbd43c-53b6-dd11-b898-00188b804fcd,Fondazione Cariplo,916900e6-adea-e011-b61f-001ec9e8f280,other
6828e530-53b6-dd11-b898-00188b804fcd,King Baudouin Foundation,916900e6-adea-e011-b61f-001ec9e8f280,other
6828e530-53b6-dd11-b898-00188b804fcd,King Baudouin Foundation,916900e6-adea-e011-b61f-001ec9e8f280,other
46e833d1-98a6-e211-bc1c-00155d001608,Open Society Foundations,916900e6-adea-e011-b61f-001ec9e8f280,other
ff27e530-53b6-dd11-b898-00188b804fcd,Robert Bosch Stiftung GmbH,916900e6-adea-e011-b61f-001ec9e8f280,other
2c28e530-53b6-dd11-b898-00188b804fcd,Fundação Calouste Gulbenkian,916900e6-adea-e011-b61f-001ec9e8f280,other
80b3cb48-53b6-dd11-b898-00188b804fcd,Stiftung Mercator GmbH,916900e6-adea-e011-b61f-001ec9e8f280,other
bdb58136-59b7-df11-8416-00188b804fcd,Nordea-fonden,916900e6-adea-e011-b61f-001ec9e8f280,other
89dbd43c-53b6-dd11-b898-00188b804fcd,Fondazione Cassa di Risparmio di Cuneo,916900e6-adea-e011-b61f-001ec9e8f280,other
f227e530-53b6-dd11-b898-00188b804fcd,European Cultural Foundation,916900e6-adea-e011-b61f-001ec9e8f280,other
8cdbd43c-53b6-dd11-b898-00188b804fcd,Fondazione Cassa di Risparmio della Spezia,916900e6-adea-e011-b61f-001ec9e8f280,other
9a34d505-32c7-e411-b56b-00155d331923,Gjensidigestiftelsen,916900e6-adea-e011-b61f-001ec9e8f280,other
51dbd43c-53b6-dd11-b898-00188b804fcd,Evens Foundation,916900e6-adea-e011-b61f-001ec9e8f280,other
4628e530-53b6-dd11-b898-00188b804fcd,"Rockefeller Foundation, The",916900e6-adea-e011-b61f-001ec9e8f280,other
80b3cb48-53b6-dd11-b898-00188b804fcd,Stiftung Mercator GmbH,916900e6-adea-e011-b61f-001ec9e8f280,other
18b4cb48-53b6-dd11-b898-00188b804fcd,Mama Cash Foundation,916900e6-adea-e011-b61f-001ec9e8f280,other
4528e530-53b6-dd11-b898-00188b804fcd,Rockefeller Brothers Fund,916900e6-adea-e011-b61f-001ec9e8f280,other
5228e530-53b6-dd11-b898-00188b804fcd,Sabanci Foundation,916900e6-adea-e011-b61f-001ec9e8f280,other
f5c8bd54-53b6-dd11-b898-00188b804fcd,ERSTE Stiftung,916900e6-adea-e011-b61f-001ec9e8f280,other
46e833d1-98a6-e211-bc1c-00155d001608,Open Society Foundations,916900e6-adea-e011-b61f-001ec9e8f280,other
6828e530-53b6-dd11-b898-00188b804fcd,King Baudouin Foundation,b8631cc7-adea-e011-b61f-001ec9e8f280,other foundations/funders/grantmakers
ddb3cb48-53b6-dd11-b898-00188b804fcd,Fondazione Cassa di Risparmio Salernitana,b8631cc7-adea-e011-b61f-001ec9e8f280,other foundations/funders/grantmakers
2528e530-53b6-dd11-b898-00188b804fcd,Barrow Cadbury Trust,b8631cc7-adea-e011-b61f-001ec9e8f280,other foundations/funders/grantmakers
6828e530-53b6-dd11-b898-00188b804fcd,King Baudouin Foundation,b8631cc7-adea-e011-b61f-001ec9e8f280,other foundations/funders/grantmakers
c5d0db36-53b6-dd11-b898-00188b804fcd,Gerda Henkel Stiftung,b8631cc7-adea-e011-b61f-001ec9e8f280,other foundations/funders/grantmakers
f7b3cb48-53b6-dd11-b898-00188b804fcd,Realdania,b8631cc7-adea-e011-b61f-001ec9e8f280,other foundations/funders/grantmakers
527541f8-b036-e111-8306-00155d001800,Fondation BNP Paribas,b8631cc7-adea-e011-b61f-001ec9e8f280,other foundations/funders/grantmakers
2d28e530-53b6-dd11-b898-00188b804fcd,Finnish Cultural Foundation,b8631cc7-adea-e011-b61f-001ec9e8f280,other foundations/funders/grantmakers
b0d0db36-53b6-dd11-b898-00188b804fcd,Compagnia di San Paolo,b8631cc7-adea-e011-b61f-001ec9e8f280,other foundations/funders/grantmakers
2528e530-53b6-dd11-b898-00188b804fcd,Barrow Cadbury Trust,b8631cc7-adea-e011-b61f-001ec9e8f280,other foundations/funders/grantmakers
6428e530-53b6-dd11-b898-00188b804fcd,Joseph Rowntree Charitable Trust,b8631cc7-adea-e011-b61f-001ec9e8f280,other foundations/funders/grantmakers
aedbd43c-53b6-dd11-b898-00188b804fcd,Fondazione Cariplo,b8631cc7-adea-e011-b61f-001ec9e8f280,other foundations/funders/grantmakers
2c28e530-53b6-dd11-b898-00188b804fcd,Fundação Calouste Gulbenkian,b8631cc7-adea-e011-b61f-001ec9e8f280,other foundations/funders/grantmakers
6828e530-53b6-dd11-b898-00188b804fcd,King Baudouin Foundation,b8631cc7-adea-e011-b61f-001ec9e8f280,other foundations/funders/grantmakers
6828e530-53b6-dd11-b898-00188b804fcd,King Baudouin Foundation,b8631cc7-adea-e011-b61f-001ec9e8f280,other foundations/funders/grantmakers
9f47d042-53b6-dd11-b898-00188b804fcd,Fritt Ord Foundation,b8631cc7-adea-e011-b61f-001ec9e8f280,other foundations/funders/grantmakers
6824e278-948d-de11-95cc-00188b804fcd,Siemens Stiftung,b8631cc7-adea-e011-b61f-001ec9e8f280,other foundations/funders/grantmakers
2c28e530-53b6-dd11-b898-00188b804fcd,Fundação Calouste Gulbenkian,b8631cc7-adea-e011-b61f-001ec9e8f280,other foundations/funders/grantmakers
6328e530-53b6-dd11-b898-00188b804fcd,"Community Foundation for Northern Ireland, The",b8631cc7-adea-e011-b61f-001ec9e8f280,other foundations/funders/grantmakers
81bec44e-53b6-dd11-b898-00188b804fcd,Big Lottery Fund,b8631cc7-adea-e011-b61f-001ec9e8f280,other foundations/funders/grantmakers
b0d0db36-53b6-dd11-b898-00188b804fcd,Compagnia di San Paolo,b8631cc7-adea-e011-b61f-001ec9e8f280,other foundations/funders/grantmakers
ff27e530-53b6-dd11-b898-00188b804fcd,Robert Bosch Stiftung GmbH,b8631cc7-adea-e011-b61f-001ec9e8f280,other foundations/funders/grantmakers
2528e530-53b6-dd11-b898-00188b804fcd,Barrow Cadbury Trust,b8631cc7-adea-e011-b61f-001ec9e8f280,other foundations/funders/grantmakers
0a28e530-53b6-dd11-b898-00188b804fcd,Ford Foundation,b8631cc7-adea-e011-b61f-001ec9e8f280,other foundations/funders/grantmakers
c69aa4ac-3280-df11-8416-00188b804fcd,Essl Foundation MGE gemeinnützige Privatstiftung,b8631cc7-adea-e011-b61f-001ec9e8f280,other foundations/funders/grantmakers
2c28e530-53b6-dd11-b898-00188b804fcd,Fundação Calouste Gulbenkian,b8631cc7-adea-e011-b61f-001ec9e8f280,other foundations/funders/grantmakers
f227e530-53b6-dd11-b898-00188b804fcd,European Cultural Foundation,b8631cc7-adea-e011-b61f-001ec9e8f280,other foundations/funders/grantmakers
2528e530-53b6-dd11-b898-00188b804fcd,Barrow Cadbury Trust,b8631cc7-adea-e011-b61f-001ec9e8f280,other foundations/funders/grantmakers
