AccountId,New_financeprofileId,New_NumberofGrants,new_totalexpenditure_base,new_totalassets_base,new_annualturnover_base,New_Value,TransactionCurrencyIdName,new_totalexpenditure,new_totalassets,new_annualturnover,ExchangeRate,new_name,new_AverageExchangeRate
f7bda557-8fb6-e411-b56b-00155d331923,767f6ac3-0935-e511-aa0f-00155d33171d,,12184000.0000,101150000.0000,,2014,Euro,12184000.0000,101150000.0000,,1.0000000000,,
f6ad9a5b-ff20-e311-bf0f-00155d001608,358abe1c-6334-e511-aa0f-00155d33171d,,2289090.0000,779733.0000,,2014,Euro,2289090.0000,779733.0000,,1.0000000000,,
0028e530-53b6-dd11-b898-00188b804fcd,1d664916-7234-e511-aa0f-00155d33171d,,7331247.0000,3415677594.0000,,2014,Euro,7331247.0000,3415677594.0000,,1.0000000000,,
bdb58136-59b7-df11-8416-00188b804fcd,e8ace0a3-7334-e511-aa0f-00155d33171d,,4573346.0000,981863572.0000,,2014,Euro,4573346.0000,981863572.0000,,1.0000000000,,
add3baec-60a0-e211-92ae-00155d001608,b40d5faf-f934-e511-aa0f-00155d33171d,,107998673.0000,,,2014,Euro,107998673.0000,,,1.0000000000,,
f927e530-53b6-dd11-b898-00188b804fcd,9b4e4305-0235-e511-aa0f-00155d33171d,,1192200.0000,15098900.0000,,2014,Euro,1192200.0000,15098900.0000,,1.0000000000,,
fc27e530-53b6-dd11-b898-00188b804fcd,a6f2cda6-0435-e511-aa0f-00155d33171d,,32189112.0000,261012521.0000,,2014,Euro,32189112.0000,261012521.0000,,1.0000000000,,
ac28e530-53b6-dd11-b898-00188b804fcd,56c82f52-0535-e511-aa0f-00155d33171d,,32385000.0000,30717000.0000,,2014,Euro,32385000.0000,30717000.0000,,1.0000000000,,
fcb3cb48-53b6-dd11-b898-00188b804fcd,784964e5-0535-e511-aa0f-00155d33171d,,8471000.0000,539000000.0000,,2014,Euro,8471000.0000,539000000.0000,,1.0000000000,,
4402b760-53b6-dd11-b898-00188b804fcd,a11c3f4f-0635-e511-aa0f-00155d33171d,,15267282.0000,483000000.0000,,2014,Euro,15267282.0000,483000000.0000,,1.0000000000,,
6028e530-53b6-dd11-b898-00188b804fcd,ac1c13c1-0735-e511-aa0f-00155d33171d,,5393000.0000,149406000.0000,,2014,Euro,5393000.0000,149406000.0000,,1.0000000000,,
e9764978-4054-df11-b5ae-00188b804fcd,02450a38-0735-e511-aa0f-00155d33171d,,5229839.0000,31422597.0000,,2014,Euro,5229839.0000,31422597.0000,,1.0000000000,,
81c48129-c686-e411-b56b-00155d331923,2cd54657-0735-e511-aa0f-00155d33171d,,10511924.0000,16679357.0000,,2014,Euro,10511924.0000,16679357.0000,,1.0000000000,,
96dbd43c-53b6-dd11-b898-00188b804fcd,4c24eb2d-1626-e511-b56b-00155d331923,,16424783.0000,1008383418.0000,,2014,Euro,16424783.0000,1008383418.0000,,1.0000000000,,
04a54f24-3602-e211-ab02-00155d001608,cd4914e6-3e31-e511-aa0f-00155d33171d,,78472400.0000,,,2014,Euro,78472400.0000,,,1.0000000000,,
aadbd43c-53b6-dd11-b898-00188b804fcd,b719a739-4b31-e511-aa0f-00155d33171d,,48751650.0000,1324109700.0000,,2014,Euro,48751650.0000,1324109700.0000,,1.0000000000,,
1ddbd43c-53b6-dd11-b898-00188b804fcd,7a0e5642-4d31-e511-aa0f-00155d33171d,,2174681.0000,49942623.0000,,2014,Euro,2174681.0000,49942623.0000,,1.0000000000,,
a596bb5a-53b6-dd11-b898-00188b804fcd,3cb534da-e931-e511-aa0f-00155d33171d,,,805724865.0000,,2014,Euro,,805724865.0000,,1.0000000000,,
1f28e530-53b6-dd11-b898-00188b804fcd,90eb09d8-ea31-e511-aa0f-00155d33171d,,517650726.0000,1193271684.0000,,2014,Euro,517650726.0000,1193271684.0000,,1.0000000000,,
f7d0db36-53b6-dd11-b898-00188b804fcd,f2a7b19c-1332-e511-aa0f-00155d33171d,,7920710.0000,2707717.0000,,2014,Euro,7920710.0000,2707717.0000,,1.0000000000,,
